ORIGIN_TABLE,customerNumber,customerName,contactLastName,contactFirstName,phone,addressLine1,addressLine2,city,state,postalCode,country,salesRepEmployeeNumber,creditLimit,employeeNumber,lastName,firstName,extension,email,officeCode,reportsTo,jobTitle,territory,orderNumber,productCode,quantityOrdered,priceEach,orderLineNumber,orderDate,requiredDate,shippedDate,status,comments,checkNumber,paymentDate,amount,productLine,textDescription,htmlDescription,image,productName,productScale,productVendor,productDescription,quantityInStock,buyPrice,MSRP
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10157.0,S32_4289,Hidden,56.41,6.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10157.0,S700_2834,Hidden,109.16,2.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10158.0,S24_2000,Hidden,67.79,1.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10159.0,S10_1678,Hidden,81.35,14.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10159.0,S10_2016,Hidden,101.10,17.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10159.0,S10_4698,Hidden,170.42,16.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10159.0,S12_1099,Hidden,188.73,2.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10159.0,S12_2823,Hidden,131.04,13.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10159.0,S12_3990,Hidden,67.03,3.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10159.0,S18_2625,Hidden,51.48,18.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10159.0,S18_3278,Hidden,66.74,5.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10159.0,S18_3482,Hidden,129.35,4.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10159.0,S18_3782,Hidden,54.71,8.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10159.0,S18_4721,Hidden,142.85,7.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10159.0,S24_1578,Hidden,100.30,15.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10159.0,S24_2360,Hidden,67.18,11.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10159.0,S24_3371,Hidden,49.60,1.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10159.0,S24_4620,Hidden,80.84,6.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10159.0,S32_2206,Hidden,39.43,9.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10159.0,S32_4485,Hidden,86.74,12.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10159.0,S50_4713,Hidden,78.11,10.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10160.0,S12_3380,Hidden,96.30,6.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10160.0,S12_4675,Hidden,93.28,5.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10160.0,S18_1889,Hidden,70.84,4.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10160.0,S18_3232,Hidden,140.55,1.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10160.0,S24_2972,Hidden,30.59,2.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10160.0,S24_3856,Hidden,130.60,3.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10161.0,S18_1129,Hidden,121.72,12.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10161.0,S18_1589,Hidden,102.04,8.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10161.0,S18_1984,Hidden,139.41,11.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10161.0,S18_2870,Hidden,125.40,9.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10161.0,S18_3685,Hidden,132.80,10.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10161.0,S18_4933,Hidden,62.72,1.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10161.0,S24_1046,Hidden,73.49,5.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10161.0,S24_1628,Hidden,47.29,7.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10161.0,S24_2766,Hidden,82.69,3.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10161.0,S24_2887,Hidden,108.04,2.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10161.0,S24_3191,Hidden,72.77,4.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10161.0,S24_3432,Hidden,94.23,6.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10162.0,S18_1342,Hidden,87.33,2.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10162.0,S18_1367,Hidden,45.28,1.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10162.0,S18_1749,Hidden,141.10,9.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10162.0,S18_2248,Hidden,53.28,8.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10162.0,S18_2325,Hidden,113.15,6.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10162.0,S18_2795,Hidden,156.94,3.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10162.0,S18_4409,Hidden,86.51,10.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10162.0,S24_1937,Hidden,27.55,5.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10162.0,S24_2022,Hidden,38.98,4.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10162.0,S24_3969,Hidden,32.82,7.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10163.0,S10_1949,Hidden,212.16,1.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10163.0,S18_2949,Hidden,101.31,2.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10163.0,S18_2957,Hidden,59.96,4.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10163.0,S18_3136,Hidden,101.58,3.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10163.0,S18_3320,Hidden,80.36,6.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10163.0,S24_4258,Hidden,96.42,5.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10164.0,S10_4962,Hidden,143.31,2.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10164.0,S12_1666,Hidden,121.64,6.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10164.0,S18_1097,Hidden,103.84,8.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10164.0,S18_4600,Hidden,107.76,3.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10164.0,S18_4668,Hidden,46.29,7.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10164.0,S32_1268,Hidden,91.49,1.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10164.0,S32_3522,Hidden,57.53,5.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10164.0,S700_2824,Hidden,86.99,4.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10165.0,S12_1108,Hidden,168.32,3.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10165.0,S12_3148,Hidden,123.89,4.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10165.0,S12_3891,Hidden,152.26,2.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10165.0,S12_4473,Hidden,109.02,12.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10165.0,S18_2238,Hidden,134.26,11.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10165.0,S18_2319,Hidden,120.28,15.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10165.0,S18_2432,Hidden,60.77,18.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10165.0,S18_3232,Hidden,154.10,16.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10165.0,S18_3259,Hidden,84.71,1.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
